gene,depletion_pval,concentration_pval,p_combined,p_size,p_sens,p_final,sample_size,sens_score,is_signal_sim,q_bh
Gene_0,0.00021518299821577763,1e-15,1.9984014443252818e-15,0.011428446322702124,0.06976744086046516,0.008938731218675167,86.0,0.9302325581395349,1,0.1272794536557898
Gene_1,0.008897841658528605,1e-15,1.9984014443252818e-15,0.01574770346128951,0.12903225706451615,0.01625906425048118,62.0,0.8709677419354839,1,0.1272794536557898
Gene_2,0.024454100970548,1e-15,1.9984014443252818e-15,0.016259801418797126,0.16666666566666666,0.02079673014962058,60.00000000000001,0.8333333333333334,1,0.1272794536557898
Gene_3,0.07663202129914383,2.3014124744348445e-11,4.6028292288724515e-11,0.03389500347440355,0.17857142757142863,0.02308700545230946,28.0,0.8214285714285714,1,0.1272794536557898
Gene_4,0.022584060493446984,1e-15,1.9984014443252818e-15,0.027395522883651657,0.14285714185714293,0.01848915129044859,35.0,0.8571428571428571,1,0.1272794536557898
Gene_5,0.039805984292819376,1e-15,1.9984014443252818e-15,0.011975903904541174,0.15853658436585372,0.019611793605733174,82.0,0.8414634146341463,1,0.1272794536557898
Gene_6,0.0023177052357786373,1e-15,1.9984014443252818e-15,0.015999655922869782,0.11475409736065578,0.01455945832298311,61.0,0.8852459016393442,1,0.1272794536557898
Gene_7,0.006241050614993793,1e-15,1.9984014443252818e-15,0.021051845775030165,0.1521739120434783,0.01929424048360695,46.0,0.8478260869565217,1,0.1272794536557898
Gene_8,0.10175495233681552,4.3257527148833504e-11,8.651507288348625e-11,0.027395522883651657,0.14285714185714293,0.01848915137536211,35.0,0.8571428571428571,1,0.1272794536557898
Gene_9,0.043788376461731,1.1521182364639432e-13,2.3042678876095124e-13,0.02597254657969872,0.1621621611621622,0.02073281608296451,37.0,0.8378378378378378,1,0.1272794536557898
Gene_10,0.008378395594764271,1e-15,1.9984014443252818e-15,0.03508405562762995,0.11111111011111119,0.015064146624508834,27.0,0.8888888888888888,1,0.1272794536557898
Gene_11,0.0007407864510173149,1e-15,1.9984014443252818e-15,0.02298748163261033,0.09523809423809526,0.012564809686551826,42.0,0.9047619047619048,1,0.1272794536557898
Gene_12,1.3969364345647038e-05,1e-15,1.9984014443252818e-15,0.0111730674675794,0.056818180818181796,0.007373026071356814,88.0,0.9431818181818182,1,0.1272794536557898
Gene_13,6.0502658795327384e-05,1e-15,1.9984014443252818e-15,0.015999655922869782,0.06557376949180327,0.008662540188665191,61.0,0.9344262295081968,1,0.1272794536557898
Gene_14,0.039701332995990574,1e-15,1.9984014443252818e-15,0.012269783764389475,0.17499999900000007,0.021600605795342398,80.0,0.825,1,0.1272794536557898
Gene_15,0.02722262288035187,1e-15,1.9984014443252818e-15,0.013244838192804309,0.13513513413513512,0.01686771894794381,74.0,0.8648648648648649,1,0.1272794536557898
Gene_16,0.032581056520549476,1e-15,1.9984014443252818e-15,0.011299314123332849,0.1494252863563219,0.018485869649436215,87.0,0.8505747126436781,1,0.1272794536557898
Gene_17,0.00029835823999684193,1e-15,1.9984014443252818e-15,0.025315086291847866,0.0526315779473685,0.007573549430654136,38.0,0.9473684210526315,1,0.1272794536557898
Gene_18,0.32361694754894993,3.869252526944948e-06,7.738446845484415e-06,0.018691039471916415,0.17307692207692316,0.021691943340813258,52.0,0.8269230769230769,1,0.1272794536557898
Gene_19,0.011864280085734726,1e-15,1.9984014443252818e-15,0.021977127515399486,0.11363636263636367,0.014720235487143407,44.0,0.8863636363636364,1,0.1272794536557898
Gene_20,0.13064964173688362,1e-15,1.9984014443252818e-15,0.0116957723226081,0.1904761894761905,0.023428564756405312,84.0,0.8095238095238095,1,0.1272794536557898
Gene_21,0.026371792767654695,1.2381830137169222e-13,2.4763524564264117e-13,0.03076676552365587,0.19354838609677427,0.024728415461162,31.0,0.8064516129032258,1,0.1272794536557898
Gene_22,0.02289848340096509,1e-15,1.9984014443252818e-15,0.012578449454450746,0.12820512720512822,0.016003862007065828,78.0,0.8717948717948718,1,0.1272794536557898
Gene_23,0.0017686262934474175,1e-15,1.9984014443252818e-15,0.023528313347756735,0.17073170631707324,0.021640118250930818,41.0,0.8292682926829268,1,0.1272794536557898
Gene_24,0.003850606928792888,1e-15,1.9984014443252818e-15,0.02020132614629566,0.16666666566666666,0.02098986486129173,48.0,0.8333333333333334,1,0.1272794536557898
Gene_25,0.0010375908239158899,1e-15,1.9984014443252818e-15,0.017390862172057986,0.10714285614285712,0.013715506005884337,56.0,0.8928571428571429,1,0.1272794536557898
Gene_26,0.008837351053407319,1e-15,1.9984014443252818e-15,0.03773128563674277,0.07999999899999999,0.011468453144959811,25.0,0.92,1,0.1272794536557898
Gene_27,0.14393120764790637,1e-15,1.9984014443252818e-15,0.013605230870246343,0.19444444344444445,0.023997721987580545,72.0,0.8055555555555556,1,0.1272794536557898
Gene_28,0.09843188891192538,1e-15,1.9984014443252818e-15,0.023528313347756735,0.19512195021951217,0.02456350435141652,41.0,0.8048780487804879,1,0.1272794536557898
Gene_29,0.0006993596681649225,1e-15,1.9984014443252818e-15,0.02597254657969872,0.10810810710810814,0.014254753124874786,37.0,0.8918918918918919,1,0.1272794536557898
Gene_30,0.02420357163248739,1.4419216368313647e-12,2.8838598176150754e-12,0.03076676552365587,0.09677419254838715,0.01313337681148996,31.0,0.9032258064516129,1,0.1272794536557898
Gene_31,0.019739493004728617,1e-15,1.9984014443252818e-15,0.024690087971667385,0.15384615284615388,0.019673251889836596,39.0,0.8461538461538461,1,0.1272794536557898
Gene_32,0.0050212960688170915,1e-15,1.9984014443252818e-15,0.01652854617838251,0.11864406679661021,0.015051949240893259,59.0,0.8813559322033898,1,0.1272794536557898
Gene_33,0.002264768451146061,1e-15,1.9984014443252818e-15,0.021504538555042196,0.11111111011111119,0.014394223782179694,45.0,0.8888888888888888,1,0.1272794536557898
Gene_34,0.05589051389022991,1e-15,1.9984014443252818e-15,0.012269783764389475,0.162499999,0.02010152602912474,80.0,0.8375,1,0.1272794536557898
Gene_35,0.00165869929146597,1e-15,1.9984014443252818e-15,0.014814541837353312,0.13636363536363638,0.01709224234681883,66.0,0.8636363636363636,1,0.1272794536557898
Gene_36,0.1296247529158237,1e-15,1.9984014443252818e-15,0.018691039471916415,0.2115384605384616,0.026295443995918655,52.0,0.7884615384615384,1,0.13338268693581928
Gene_37,0.06765161001302594,1e-15,1.9984014443252818e-15,0.017390862172057986,0.17857142757142863,0.022279481350667707,56.0,0.8214285714285714,1,0.1272794536557898
Gene_38,0.00013129040364914874,1e-15,1.9984014443252818e-15,0.021051845775030165,0.06521739030434781,0.008870441446620081,46.0,0.9347826086956522,1,0.1272794536557898
Gene_39,0.09178830049906303,8.413381401611e-08,1.6826747817333398e-07,0.03076676552365587,0.19354838609677427,0.02472857956741059,31.0,0.8064516129032258,1,0.1272794536557898
Gene_40,0.3021797230541522,1.0613593881599621e-07,2.1227182689376178e-07,0.023528313347756735,0.19512195021951217,0.02456371140910152,41.0,0.8048780487804879,1,0.1272794536557898
Gene_41,0.013792687572994226,1e-15,1.9984014443252818e-15,0.021051845775030165,0.1739130424782609,0.021900190242853723,46.0,0.8260869565217391,1,0.1272794536557898
Gene_42,0.0008179819149709105,1e-15,1.9984014443252818e-15,0.021051845775030165,0.1739130424782609,0.021900190242853723,46.0,0.8260869565217391,1,0.1272794536557898
Gene_43,0.0021545877119141022,1e-15,1.9984014443252818e-15,0.019801326693244747,0.10204081532653064,0.013222840912725964,49.0,0.8979591836734694,1,0.1272794536557898
Gene_44,0.00025198645242020557,1e-15,1.9984014443252818e-15,0.011299314123332849,0.10344827486206898,0.012971745322297723,87.0,0.896551724137931,1,0.1272794536557898
Gene_45,0.09863736221986825,1e-15,1.9984014443252818e-15,0.014814541837353312,0.15151515051515152,0.01890907738847003,66.0,0.8484848484848485,1,0.1272794536557898
Gene_46,0.005713999454762714,1e-15,1.9984014443252818e-15,0.013792883256083743,0.12676056238028177,0.01589042128660967,71.00000000000001,0.8732394366197183,1,0.1272794536557898
Gene_47,0.0016516364980141438,1e-15,1.9984014443252818e-15,0.013244838192804309,0.10810810710810814,0.013626623516299285,74.0,0.8918918918918919,1,0.1272794536557898
Gene_48,0.03851643752076268,1e-15,1.9984014443252818e-15,0.013985784402998025,0.1714285704285714,0.021256332293421276,70.0,0.8285714285714286,1,0.1272794536557898
Gene_49,0.04271894666718788,1e-15,1.9984014443252818e-15,0.014598278978346202,0.164179103477612,0.02041702597210282,67.0,0.835820895522388,1,0.1272794536557898
Gene_50,0.18257439687684301,1e-15,1.9984014443252818e-15,0.015266876750508418,0.21874999900000003,0.02699330594188387,64.0,0.78125,1,0.13496652970941936
Gene_51,0.10899345971599146,1e-15,1.9984014443252818e-15,0.012269783764389475,0.17499999900000007,0.021600605795342398,80.0,0.825,1,0.1272794536557898
Gene_52,0.006179603936178734,1e-15,1.9984014443252818e-15,0.02020132614629566,0.1458333323333334,0.018492390027060046,48.0,0.8541666666666666,1,0.1272794536557898
Gene_53,0.016439262520136607,1e-15,1.9984014443252818e-15,0.026665065180747294,0.11111111011111119,0.014648809762412118,36.0,0.8888888888888888,1,0.1272794536557898
Gene_54,0.07839320541341793,2.2622859109704604e-13,4.5236037138352003e-13,0.022470953747007916,0.1627906966744186,0.020636482915431076,43.0,0.8372093023255814,1,0.1272794536557898
Gene_55,0.015009854351370205,1e-15,1.9984014443252818e-15,0.011428446322702124,0.11627906876744187,0.01451693723365477,86.0,0.8837209302325582,1,0.1272794536557898
Gene_56,0.13240874476438966,2.016119392002403e-10,4.0322395422620616e-10,0.023528313347756735,0.17073170631707324,0.02164011864542692,41.0,0.8292682926829268,1,0.1272794536557898
Gene_57,0.00012990294229778702,1e-15,1.9984014443252818e-15,0.02597254657969872,0.10810810710810814,0.014254753124874786,37.0,0.8918918918918919,1,0.1272794536557898
Gene_58,0.0166458214770897,1e-15,1.9984014443252818e-15,0.019801326693244747,0.14285714185714293,0.01811595079190309,49.0,0.8571428571428571,1,0.1272794536557898
Gene_59,0.002629936746207518,1e-15,1.9984014443252818e-15,0.025315086291847866,0.10526315689473686,0.01388134466656199,38.0,0.8947368421052632,1,0.1272794536557898
Gene_60,0.030416524038597105,1e-15,1.9984014443252818e-15,0.019801326693244747,0.1836734683877551,0.023009060671080328,49.0,0.8163265306122449,1,0.1272794536557898
Gene_61,9.526410738267368e-05,1e-15,1.9984014443252818e-15,0.0116957723226081,0.0833333323333334,0.010578940610041276,84.0,0.9166666666666666,1,0.1272794536557898
Gene_62,0.00013396623964318698,1e-15,1.9984014443252818e-15,0.012269783764389475,0.06249999900000003,0.008108887899383466,80.0,0.9375,1,0.1272794536557898
Gene_63,0.00474828760960392,1e-15,1.9984014443252818e-15,0.02298748163261033,0.1190476180476191,0.015418668617747211,42.0,0.8809523809523809,1,0.1272794536557898
Gene_64,0.0016136348814277171,1e-15,1.9984014443252818e-15,0.024690087971667385,0.10256410156410256,0.013527002686135603,39.0,0.8974358974358975,1,0.1272794536557898
Gene_65,0.0011021458994363792,1e-15,1.9984014443252818e-15,0.011299314123332849,0.09195402198850577,0.011593214240513183,87.0,0.9080459770114943,1,0.1272794536557898
Gene_66,0.022637190775585393,1e-15,1.9984014443252818e-15,0.017698648900262293,0.16363636263636372,0.020503919106200974,55.0,0.8363636363636363,1,0.1272794536557898
Gene_67,0.0054239687754771785,1e-15,1.9984014443252818e-15,0.02597254657969872,0.13513513413513512,0.017493784603807794,37.0,0.8648648648648649,1,0.1272794536557898
Gene_68,0.08419310734867343,7.88181411084865e-08,1.5763613814279154e-07,0.027395522883651657,0.1714285704285714,0.021913180525519826,35.0,0.8285714285714286,1,0.1272794536557898
Gene_69,0.006867003060953226,1e-15,1.9984014443252818e-15,0.017698648900262293,0.12727272627272734,0.016144144265961113,55.0,0.8727272727272727,1,0.1272794536557898
Gene_70,0.09186601195583043,0.8753645166599398,0.3593474826653904,0.014184157647595397,0.6956521729130434,0.41324446753926347,69.0,0.30434782608695654,0,0.6207534920117691
Gene_71,0.6773004592352675,0.5341856607509244,0.6114845038757943,0.03389500347440355,0.24999999900000003,0.6237786523163906,28.0,0.75,0,0.8165109689974485
Gene_72,0.004956690597933692,0.8284533174604921,0.010175815060088134,0.011428446322702124,0.5232558129534883,0.07285765881949924,86.0,0.47674418604651164,0,0.23430607656543911
Gene_73,0.9596519957433893,0.18414564737851336,0.9023779562375024,0.011299314123332849,0.3333333323333334,0.9063357849589103,87.0,0.6666666666666666,0,0.9966666666666659
Gene_74,0.23462913117243409,0.5387887589930238,0.3550890737508755,0.021051845775030165,0.30434782508695657,0.37929637856339204,46.0,0.6956521739130435,0,0.584818204833424
Gene_75,0.9818180890441583,0.763161186790908,0.9658571765782056,0.0116957723226081,0.3571428561428571,0.9673395510694562,84.0,0.6428571428571429,0,0.9966666666666659
Gene_76,0.1554148993482246,0.6094873500286664,0.29268339429639834,0.0116957723226081,0.3690476180476191,0.32440272808936,84.0,0.6309523809523809,0,0.5206838425789136
Gene_77,0.3522269836949671,0.3814953904559169,0.36656170648881936,0.024690087971667385,0.3333333323333334,0.3926499412185357,39.0,0.6666666666666666,0,0.5961756517021455
Gene_78,0.32771000762405,0.5745082747151196,0.44289436714010183,0.018691039471916415,0.673076922076923,0.488369952636292,52.0,0.3269230769230769,0,0.6911568064346505
Gene_79,0.015635363200620214,0.5378747374516096,0.031378874179810445,0.01652854617838251,0.6949152532372881,0.11288576738488465,59.0,0.3050847457627119,0,0.2743751290604835
Gene_80,0.00041924750395822214,0.7712056967677102,0.0008397577355810926,0.026665065180747294,0.49999999900000003,0.06204157778204844,36.0,0.5,0,0.22898706017851056
Gene_81,0.04338842686435414,0.19953805666363222,0.07215437653818257,0.018348104315340175,0.41509433862264156,0.11918040288746956,53.0,0.5849056603773585,0,0.28376286401778467
Gene_82,0.33238204869748234,0.10082684034624516,0.16021997231646123,0.027395522883651657,0.3428571418571429,0.19587390550784378,35.0,0.6571428571428571,0,0.3581999208717083
Gene_83,0.7612829670988117,0.7048486952953952,0.7353260537985096,0.015037308474767586,0.39999999900000005,0.7482198504120992,65.0,0.6,0,0.9136197984682662
Gene_84,0.18709980373452992,0.0776983978763193,0.11072556089364843,0.0327838995179941,0.20689655072413793,0.13422560175015752,29.0,0.7931034482758621,0,0.29733519375034895
Gene_85,0.11961753111248528,0.8595753685352079,0.4345949620147035,0.015503562994591547,0.4920634910634921,0.4683931929094858,63.0,0.5079365079365079,0,0.672422976071167
Gene_86,0.1969271490346842,0.5599437401113325,0.32633142866076953,0.018017526141772544,0.38888888788888887,0.35834786566802757,54.0,0.6111111111111112,0,0.559918540106293
Gene_87,0.9997166011805466,0.8366047065744145,0.9994340965688959,0.011975903904541174,0.426829267292683,0.9964812278067479,82.0,0.573170731707317,0,0.9966666666666659
Gene_88,0.999999999999999,0.0009608514821313908,0.999999999999998,0.0111730674675794,0.2613636353636364,0.996666666666666,88.0,0.7386363636363636,0,0.9966666666666659
Gene_89,0.012980530045025392,0.4030966068433536,0.02559138927226068,0.013792883256083743,0.5633802806901409,0.09209346541503449,71.00000000000001,0.43661971830985913,0,0.24316598932350983
Gene_90,0.9999616515615529,0.9380962713749987,0.9999233500076067,0.014388239179285889,0.30882352841176475,0.9966419598861116,68.0,0.6911764705882353,0,0.9966666666666659
Gene_91,0.31819544475867934,0.1913189582599656,0.24216070033004394,0.012578449454450746,0.3333333323333334,0.27293182950558237,78.0,0.6666666666666666,0,0.4637191278007467
Gene_92,0.03849934442129069,0.8371316258508519,0.09575319824914774,0.028167124967018897,0.47058823429411767,0.14801813319249113,34.0,0.5294117647058824,0,0.31021764441540056
Gene_93,0.5765263995134098,0.609036100729094,0.5930307271191935,0.022470953747007916,0.30232558039534885,0.6082358545174749,43.0,0.6976744186046512,0,0.8094393501183126
Gene_94,0.14869532594733603,0.00012497727619113395,0.0002497600890307705,0.021977127515399486,0.22727272627272732,0.028584296203196358,44.0,0.7727272727272727,0,0.13704799549477706
Gene_95,0.8950894740159645,0.5536111545153143,0.8173136611574228,0.016259801418797126,0.26666666566666675,0.8233033934483096,60.00000000000001,0.7333333333333333,0,0.9480038265807886
Gene_96,0.9652729135193109,0.5456101508822466,0.9323892457161683,0.01156056413789841,0.2941176460588235,0.9348132092203287,85.0,0.7058823529411765,0,0.9966666666666659
Gene_97,0.9287881114959033,0.046621774152327544,0.22222093861141518,0.011428446322702124,0.33720930132558147,0.2541203146604173,86.0,0.6627906976744186,0,0.44249806035396044
Gene_98,0.9613696031597723,0.7540097984445363,0.9320407768046586,0.015037308474767586,0.2923076913076923,0.9344738811339135,65.0,0.7076923076923077,0,0.9966666666666659
Gene_99,0.06778097331382969,0.6336643657125756,0.1420986828424355,0.01941685967589135,0.479999999,0.19229871176387947,50.0,0.52,0,0.35629703047142625
Gene_100,0.999999999999999,0.3551254288539958,0.999999999999998,0.017093597271033878,0.2456140340877193,0.996666666666666,57.0,0.7543859649122807,0,0.9966666666666659
Gene_101,0.25346758733594765,0.7196427598752125,0.4756866396402015,0.016259801418797126,0.2166666656666667,0.48973396570226657,60.00000000000001,0.7833333333333333,0,0.6911568064346505
Gene_102,0.1076296163952195,0.8416034251077341,0.35203722147992156,0.02597254657969872,0.5405405395405405,0.3948541203106869,37.0,0.4594594594594595,0,0.5961756517021455
Gene_103,0.452946014873543,0.6739443166115733,0.5718596306906633,0.011299314123332849,0.42528735532183914,0.593939093104408,87.0,0.5747126436781609,0,0.7995333945636262
Gene_104,0.0001293222463944656,0.578853766828907,0.00025867103018906157,0.01212106281063352,0.5061728385061728,0.06155279355873722,81.0,0.49382716049382713,0,0.22898706017851056
Gene_105,0.0027389975122052656,0.0024088550618809124,0.002563340156241267,0.02298748163261033,0.2857142847142857,0.03786829012154003,42.0,0.7142857142857143,0,0.16935900059191322
Gene_106,0.9940543184638033,0.8240157047171821,0.9884617738427193,0.014184157647595397,0.536231883057971,0.9892118900540744,69.0,0.463768115942029,0,0.9966666666666659
Gene_107,0.025186341913036512,0.052727257495131456,0.034107868430841126,0.03076676552365587,0.16129032158064516,0.054259664817559394,31.0,0.8387096774193549,0,0.22082421728076498
Gene_108,0.05314832772841162,0.4397440340032957,0.10046482984738209,0.015266876750508418,0.39062499900000003,0.1432850085334738,64.0,0.609375,0,0.30585080973944473
Gene_109,0.829047748228861,0.7660280828847092,0.8017895128403026,0.01652854617838251,0.3728813549322034,0.8108150691520486,59.0,0.6271186440677966,0,0.9480038265807886
Gene_110,0.0345241549109375,0.28789988679826917,0.0630168977486375,0.01212106281063352,0.5432098755432099,0.12462516006324653,81.0,0.4567901234567901,0,0.28761087236109145
Gene_111,0.36105594323236806,0.08058816904440318,0.13768818533232513,0.017698648900262293,0.3636363626363637,0.17604612647175455,55.0,0.6363636363636364,0,0.3423119125839672
Gene_112,0.028586073253430416,0.4982725791087961,0.05669122557588274,0.0111730674675794,0.5113636353636364,0.11507072713369393,88.0,0.48863636363636365,0,0.27585448285474573
Gene_113,0.5272661701606118,0.8298652774962851,0.7310631952268879,0.017390862172057986,0.42857142757142863,0.7451160563321743,56.0,0.5714285714285714,0,0.9136197984682662
Gene_114,0.40151877078473697,0.7273312098354907,0.5850053066471774,0.016806323737281748,0.29310344727586213,0.5999381328704113,58.0,0.7068965517241379,0,0.8017015660836003
Gene_115,0.05376429062979448,0.7235382384972536,0.12072738729639804,0.027395522883651657,0.39999999900000005,0.16407906773075975,35.0,0.6,0,0.32445013393088085
Gene_116,0.41318006735592583,0.051527398956947676,0.09636654886578999,0.011975903904541174,0.39024390143902443,0.13919879453473183,82.0,0.6097560975609756,0,0.3025537718314631
Gene_117,0.0633076168735302,0.17282103770549084,0.09340776438179782,0.021504538555042196,0.31111111011111114,0.12819227453808646,45.0,0.6888888888888889,0,0.28761087236109145
