gene,depletion_pval,concentration_pval,p_combined,p_size,p_sens,p_final,sample_size,sens_score,is_signal_sim,q_bh
Gene_233,0.048392651528908114,0.7132563071011437,0.10681351168385234,0.013985784402998025,0.5857142847142857,0.17017245742754739,70.0,0.4142857142857143,0,0.33273944189743904
Gene_234,0.8888778436873983,0.6106789456412907,0.8180679448239836,0.012738680131672453,0.3636363626363637,0.8261176203061158,77.0,0.6363636363636364,0,0.9480038265807886
Gene_235,0.3256284911849571,0.07002916652173373,0.11934595904489659,0.015999655922869782,0.2950819662131148,0.15120933572643158,61.0,0.7049180327868853,0,0.3142176551014222
Gene_236,0.9697943601917546,0.889020792149483,0.9523396767649741,0.012578449454450746,0.6025641015641026,0.9558136919977124,78.0,0.3974358974358974,0,0.9966666666666659
Gene_237,0.11825844680329446,0.6067910785442785,0.2335650269272384,0.018017526141772544,0.46296296196296294,0.2767968516082142,54.0,0.5370370370370371,0,0.46794719865930795
Gene_238,0.2355801867204188,0.9251704859876723,0.8166879241388099,0.01156056413789841,0.41176470488235295,0.8258464211791591,85.0,0.5882352941176471,0,0.9480038265807886
Gene_239,0.999999999999999,0.21089671038606686,0.999999999999998,0.011975903904541174,0.3292682916829268,0.996666666666666,82.0,0.6707317073170732,0,0.9966666666666659
Gene_240,0.2728938988539018,0.4074677912312794,0.33213489243482996,0.02061781866875989,0.5531914883617022,0.377112559243615,47.0,0.44680851063829785,0,0.584023874934802
Gene_241,0.16759867964794548,0.4424692682303365,0.2578983621414453,0.018348104315340175,0.3584905650377359,0.29047425472558885,53.0,0.6415094339622641,0,0.48644013949261294
Gene_242,0.861887416897439,0.32087384800274876,0.7076112820765561,0.013985784402998025,0.2714285704285715,0.7173326048673225,70.0,0.7285714285714285,0,0.8871604653836145
Gene_243,0.18972191337309352,0.12097988206615551,0.14830642862644028,0.011975903904541174,0.3292682916829268,0.18244855029375107,82.0,0.6707317073170732,0,0.3474209689251012
Gene_244,0.18679321938346893,0.47657684256559146,0.2874146443836988,0.02597254657969872,0.2702702692702703,0.3114208910980162,37.0,0.7297297297297297,0,0.506964241322352
Gene_245,0.05361575461825232,0.41515883168354045,0.10002606801663666,0.013071708065727106,0.42666666566666667,0.14666282670848674,75.0,0.5733333333333334,0,0.3092288514937973
Gene_246,0.25138995125990976,0.8242022842359075,0.5973390616342755,0.03635955569871374,0.4615384605384616,0.6203317683039264,26.0,0.5384615384615384,0,0.8165109689974485
Gene_247,0.12719157277142046,0.5893954875741105,0.24379773577924496,0.021051845775030165,0.36956521639130435,0.2780943352032459,46.0,0.6304347826086957,0,0.46794719865930795
Gene_248,0.06720908606403628,0.620773937546206,0.13952362939552093,0.017390862172057986,0.4107142847142857,0.18264416652062465,56.0,0.5892857142857143,0,0.3474209689251012
Gene_249,0.03896789593836486,0.6634624252411552,0.08228492792726522,0.01941685967589135,0.459999999,0.13378457619492146,50.0,0.54,0,0.29733519375034895
Gene_250,0.8968113647733648,0.11081642422324109,0.5349528831165169,0.011834180588984777,0.28915662550602417,0.5513550821401196,83.0,0.7108433734939759,0,0.7538057763634448
Gene_251,0.004657721728943345,0.861349884178982,0.009615624736848738,0.02298748163261033,0.5952380942380953,0.08141437911644511,42.0,0.40476190476190477,0,0.23430607656543911
Gene_252,0.019530348323203814,0.4461179150886041,0.03851435458359331,0.014184157647595397,0.5652173903043478,0.10436380651290367,69.0,0.43478260869565216,0,0.25905909418096656
Gene_253,0.06697530745963923,0.12190014249902811,0.08665030894188902,0.022470953747007916,0.1627906966744186,0.10549863423681949,43.0,0.8372093023255814,0,0.2600318449499072
Gene_254,0.98439063304941,0.6480373007792292,0.9695999104228107,0.015037308474767586,0.2461538451538462,0.9705200639181331,65.0,0.7538461538461538,0,0.9966666666666659
Gene_255,0.0018533465466989301,0.49560704719609694,0.0037062696285128927,0.021504538555042196,0.5777777767777778,0.07377960389364069,45.0,0.4222222222222222,0,0.23430607656543911
Gene_256,0.14461344112300806,0.8478045251497519,0.4812491267603302,0.01212106281063352,0.5925925915925926,0.5184301116153345,81.0,0.4074074074074074,0,0.7229105142046496
Gene_257,0.2864783976768442,0.0019514941965279233,0.0038839474895795423,0.021504538555042196,0.2444444434444445,0.034142984889755534,45.0,0.7555555555555555,0,0.1614870906947897
Gene_258,0.4165225534577394,0.7477917583408289,0.6096817171984271,0.024690087971667385,0.30769230669230774,0.6245575273977675,39.0,0.6923076923076923,0,0.8165109689974485
Gene_259,0.6644192320974283,0.2280311247712404,0.41007443047282094,0.015037308474767586,0.3846153836153846,0.43772483772756854,65.0,0.6153846153846154,0,0.6464290852516835
Gene_260,0.9989103657073041,0.8168237316694049,0.997832196020634,0.01156056413789841,0.34117646958823533,0.9958674606390084,85.0,0.6588235294117647,0,0.9966666666666659
Gene_261,0.8071518695026133,0.8088593859154888,0.8080089522367555,0.01212106281063352,0.2962962952962963,0.8149475202262318,81.0,0.7037037037037037,0,0.9480038265807886
Gene_262,0.25958198969966956,0.2737608944235206,0.26652922778613675,0.012738680131672453,0.3246753236753247,0.29555498198373853,77.0,0.6753246753246753,0,0.4925916366395642
Gene_263,0.9316215686439776,0.5026642360368022,0.8692411756086593,0.012269783764389475,0.412499999,0.8757899856786887,80.0,0.5875,0,0.9887951451211002
Gene_264,0.14752903749952698,0.5074757250701817,0.2518112551777937,0.013985784402998025,0.5571428561428571,0.30232123752985274,70.0,0.44285714285714284,0,0.49445062212826385
Gene_265,0.0387228358338645,0.8121412807497472,0.09251156526083548,0.011834180588984777,0.6024096375542168,0.15861129080511682,83.0,0.39759036144578314,0,0.3183664821166526
Gene_266,0.9165329506594329,0.9302548358619203,0.9239966446957109,0.012269783764389475,0.449999999,0.9281449352389909,80.0,0.55,0,0.9966666666666659
Gene_267,0.009568206029105812,0.8850903313058722,0.020769102904389047,0.015037308474767586,0.6461538451538461,0.09737632221113424,65.0,0.35384615384615387,0,0.24696893314418103
Gene_268,0.09768745166123238,0.5123681244566403,0.1816058060593294,0.014388239179285889,0.30882352841176475,0.2125014756940109,68.0,0.6911764705882353,0,0.38337895099434954
Gene_269,0.08842157506029687,0.29178241750044265,0.13932872244229383,0.018691039471916415,0.48076922976923075,0.18974077219843677,52.0,0.5192307692307693,0,0.35629703047142625
Gene_270,0.999999999999999,0.08174075566192714,0.999999999999998,0.019047037639797315,0.2745098029215687,0.996666666666666,51.00000000000001,0.7254901960784313,0,0.9966666666666659
Gene_271,0.2412504333488409,0.10971068298521995,0.15277344848954372,0.011975903904541174,0.35365853558536586,0.18921470189821488,82.0,0.6463414634146342,0,0.35629703047142625
Gene_272,0.23460060983702336,0.3816208855223978,0.2960032033330764,0.01652854617838251,0.4915254227288136,0.3380745678136188,59.0,0.5084745762711864,0,0.5355006654494628
Gene_273,0.23605224158010985,0.005859746469765086,0.01148488916445578,0.013792883256083743,0.295774646887324,0.04722774139296093,71.00000000000001,0.704225352112676,0,0.2015818230187357
Gene_274,0.9872719200864095,0.5501533510444294,0.9747442681662233,0.014598278978346202,0.2835820885522389,0.9756215241352852,67.0,0.7164179104477612,0,0.9966666666666659
Gene_275,0.06788472191849494,0.4201528887942549,0.12394821954511465,0.013244838192804309,0.32432432332432437,0.15860078672628575,74.0,0.6756756756756757,0,0.3183664821166526
Gene_276,0.0007549411397619064,0.0017153491044066141,0.0010484504360984692,0.014184157647595397,0.4927536221884058,0.06078346227899012,69.0,0.5072463768115942,0,0.22898706017851056
Gene_277,0.06020095376807904,0.000245388521948072,0.0004888081093998298,0.014814541837353312,0.34848484748484854,0.042995953040840806,66.0,0.6515151515151515,0,0.18810729455367853
Gene_278,0.2673854895620654,0.603803235486077,0.4133729342089182,0.017390862172057986,0.3214285704285714,0.43649040043704124,56.0,0.6785714285714286,0,0.6464290852516835
Gene_279,0.5553190216498041,0.17019897394568262,0.2938535724848274,0.013985784402998025,0.37142857042857147,0.32579931864223455,70.0,0.6285714285714286,0,0.5206838425789136
Gene_280,0.0002578555899584016,0.5401202994731988,0.0005157637833319018,0.014184157647595397,0.4927536221884058,0.06028262906648851,69.0,0.5072463768115942,0,0.22898706017851056
Gene_281,0.5518051982297243,0.7047504069465255,0.6364202059393503,0.028983448207562823,0.3636363626363637,0.6527894042515786,33.0,0.6363636363636364,0,0.8399863657648989
Gene_282,0.8108513007564405,0.7451317618112727,0.7820684038490939,0.025315086291847866,0.31578947268421054,0.7905922589848161,38.0,0.6842105263157895,0,0.9419011731614971
Gene_283,0.3002101200972843,0.3305260546962474,0.31489441550477293,0.016806323737281748,0.27586206796551727,0.3381304201838037,58.0,0.7241379310344828,0,0.5355006654494628
Gene_284,0.37047386003830174,0.5076360400928421,0.4360998322668879,0.021504538555042196,0.2444444434444445,0.453229439025457,45.0,0.7555555555555555,0,0.6609595985787915
Gene_285,0.5000157619667068,0.11670214605759813,0.20846781645476903,0.02597254657969872,0.24324324224324323,0.23256990061705585,37.0,0.7567567567567568,0,0.40904253877371627
Gene_286,0.05432510765327853,0.13177487804752774,0.07725266010254406,0.03389500347440355,0.42857142757142863,0.12619163833885472,28.0,0.5714285714285714,0,0.28761087236109145
Gene_287,0.8896608552425707,0.569767180482218,0.8123965829285982,0.031743322856089495,0.2999999990000001,0.8194373444320355,30.000000000000004,0.7,0,0.9480038265807886
Gene_288,0.8093388518177814,0.782754683766561,0.7967919819619695,0.028167124967018897,0.2941176460588235,0.8042401181168123,34.0,0.7058823529411765,0,0.9477577149524724
Gene_289,0.010404536733707703,0.10781363351511493,0.01902574280740854,0.019801326693244747,0.4489795908367348,0.07279713539698796,49.0,0.5510204081632653,0,0.23430607656543911
Gene_290,0.0003461079921665939,0.28685401817486916,0.0006916198448266297,0.017093597271033878,0.4035087709298246,0.049891916269364955,57.0,0.5964912280701754,0,0.20788298445568731
Gene_291,0.4818481752970148,0.7663921804634217,0.6540856271834736,0.03389500347440355,0.42857142757142863,0.6724315982103599,28.0,0.5714285714285714,0,0.8496428136231984
Gene_292,0.999999999999999,0.003807755740707524,0.999999999999998,0.012578449454450746,0.3333333323333334,0.996666666666666,78.0,0.6666666666666666,0,0.9966666666666659
Gene_293,0.8953381468366591,0.8138732042144925,0.8653248909590394,0.019047037639797315,0.35294117547058823,0.871151603900101,51.00000000000001,0.6470588235294118,0,0.986741298915972
Gene_294,0.1532968848733492,0.7225898211190632,0.34334605665184537,0.012269783764389475,0.27499999900000005,0.36540519274510685,80.0,0.725,0,0.5684080776034995
Gene_295,0.7522750411351328,0.5857178195295519,0.68238859623341,0.014814541837353312,0.4242424232424242,0.6987811903505331,66.0,0.5757575757575758,0,0.8766072280383032
Gene_296,0.43036698371436544,0.44768637920216253,0.43898097083643806,0.018017526141772544,0.38888888788888887,0.465643681806286,54.0,0.6111111111111112,0,0.672422976071167
Gene_297,0.48490066954138045,0.6867919896965242,0.5953218281638917,0.03508405562762995,0.3333333323333334,0.6121904470604751,27.0,0.6666666666666666,0,0.8116161229968419
Gene_298,0.9775971413470917,0.8162712731074344,0.9597206567589414,0.011299314123332849,0.3448275852068966,0.9614092030000587,87.0,0.6551724137931034,0,0.9966666666666659
Gene_299,0.510709120674388,0.8493327770000245,0.7488930977400218,0.024095205457607793,0.349999999,0.7597294052328895,40.0,0.65,0,0.9150216716676768
Gene_300,0.1531329628913787,0.0029905124902951464,0.005874781396222939,0.01156056413789841,0.34117646958823533,0.04712654357604262,85.0,0.6588235294117647,0,0.2015818230187357
Gene_301,0.04137220755839191,0.7396182262956388,0.09216041510538447,0.012269783764389475,0.549999999,0.15259801868470768,80.0,0.45,0,0.3142176551014222
Gene_302,0.1899816203849678,0.003770016420990213,0.007409864320827797,0.021504538555042196,0.2444444434444445,0.03756179487436906,45.0,0.7555555555555555,0,0.16935900059191322
Gene_303,0.07085577774805563,0.20684302566279716,0.10682808561287688,0.023528313347756735,0.5365853648536585,0.16532272685657545,41.0,0.4634146341463415,0,0.3250727775269742
Gene_304,0.796787007874483,0.6889525606296174,0.7517698199371518,0.0116957723226081,0.2976190466190477,0.7607751613008398,84.0,0.7023809523809523,0,0.9150216716676768
Gene_305,0.9959702357225759,0.5637700146942878,0.99196241771909,0.011428446322702124,0.4302325571395349,0.9922773983938202,86.0,0.5697674418604651,0,0.9966666666666659
Gene_306,0.27324124175920134,0.15618267441996264,0.2009530547170913,0.023528313347756735,0.29268292582926836,0.22992413876843498,41.0,0.7073170731707317,0,0.40643155842905176
Gene_307,0.00031797451406922187,0.7612828578106677,0.0006366311140924008,0.026665065180747294,0.5277777767777778,0.0651776632092923,36.0,0.4722222222222222,0,0.23430607656543911
Gene_308,0.00406990792175912,0.8503641403153797,0.00834849457702258,0.03389500347440355,0.5714285704285714,0.07791281514126991,28.0,0.42857142857142855,0,0.23430607656543911
Gene_309,0.9781647645223146,0.7979575466466249,0.9602021781350467,0.013071708065727106,0.30666666566666667,0.9616917920354212,75.0,0.6933333333333334,0,0.9966666666666659
Gene_310,0.9740151775057381,0.9223942372411439,0.9610019713113298,0.012269783764389475,0.43749999900000003,0.9630720366261499,80.0,0.5625,0,0.9966666666666659
Gene_311,0.2077951978263125,0.024678151849343646,0.04460018683699701,0.014184157647595397,0.2608695642173914,0.07516472075644409,69.0,0.7391304347826086,0,0.23430607656543911
Gene_312,0.44423247550306044,0.4076917539913799,0.42571315171157154,0.031743322856089495,0.2999999990000001,0.4472661532319042,30.000000000000004,0.7,0,0.6549922746073912
Gene_313,0.9501167116551456,0.8204879862165422,0.9211680234608294,0.025315086291847866,0.47368420952631585,0.9257431090602726,38.0,0.5263157894736842,0,0.9966666666666659
Gene_314,0.20909805271108148,0.0024309251505373495,0.0048138995044196276,0.02020132614629566,0.18749999900000003,0.02818817350702052,48.0,0.8125,0,0.1370258434369053
Gene_315,0.8043423231182177,0.06302878033397676,0.1626455847695576,0.011834180588984777,0.28915662550602417,0.1921790519673413,83.0,0.7108433734939759,0,0.35629703047142625
Gene_316,0.01145609268905237,0.20669688136929235,0.021849805597772554,0.011975903904541174,0.5365853648536585,0.08538113259272251,82.0,0.4634146341463415,0,0.2373873349059709
Gene_317,0.3799317334910405,0.7861481338083897,0.6294391125280181,0.014184157647595397,0.31884057871014493,0.64386984383098,69.0,0.6811594202898551,0,0.8315662189699004
Gene_318,0.11310260499288735,0.2374769794098667,0.15501726668403804,0.013605230870246343,0.38888888788888887,0.19499777896380177,72.0,0.6111111111111112,0,0.3581999208717083
Gene_319,0.999999999999999,0.14561828688000827,0.999999999999998,0.012422199506118559,0.29113923950632914,0.996666666666666,79.0,0.7088607594936709,0,0.9966666666666659
Gene_320,0.7828017451058192,0.2358702712335192,0.5218845027951631,0.02020132614629566,0.31249999900000003,0.5402786524244578,48.0,0.6875,0,0.7415589347002363
Gene_321,0.004137169860429697,0.026475451828182974,0.007157470871474114,0.026665065180747294,0.24999999900000003,0.03822674584788899,36.0,0.75,0,0.16935900059191322
Gene_322,0.0023774134916872565,0.856112619748467,0.004828827621361276,0.011049610706077684,0.5280898866404494,0.06840857805321043,88.99999999999999,0.47191011235955055,0,0.23430607656543911
Gene_323,0.052486807843108524,0.7209141117037449,0.11734065520377118,0.012738680131672453,0.38961038861038966,0.1591437565204059,77.0,0.6103896103896104,0,0.3183664821166526
Gene_324,0.025188382879462894,0.8423148471001234,0.05849764296569626,0.013605230870246343,0.5972222212222222,0.12656654609119367,72.0,0.4027777777777778,0,0.28761087236109145
Gene_325,0.007123971970786875,0.47561065175050055,0.014216416262660458,0.02020132614629566,0.5208333323333333,0.07676136523829191,48.0,0.4791666666666667,0,0.23430607656543911
Gene_326,0.5101056836631424,0.5048704719092533,0.5074885842848685,0.026665065180747294,0.3055555545555556,0.5261799016956785,36.0,0.6944444444444444,0,0.7308054190217758
Gene_327,0.010184194962366182,0.8677310134573217,0.021934126427492928,0.015266876750508418,0.5468749989999999,0.08681730415912403,64.0,0.453125,0,0.23739106606010477
Gene_328,0.7335209534594405,0.835454473310201,0.7948127779123555,0.017390862172057986,0.3571428561428571,0.8037772885778101,56.0,0.6428571428571429,0,0.9477577149524724
Gene_329,0.4077847922750574,0.6189427413272026,0.5149498714764902,0.025315086291847866,0.3947368411052632,0.5385108023854082,38.0,0.6052631578947368,0,0.7415589347002363
Gene_330,0.03960028971340596,0.5357363742800402,0.0790819377410319,0.01652854617838251,0.4067796600169492,0.12475914730413995,59.0,0.5932203389830508,0,0.28761087236109145
Gene_331,0.02313357404553581,0.13756168228812654,0.03982117208287045,0.021504538555042196,0.4666666656666667,0.09456578149501704,45.0,0.5333333333333333,0,0.24411523936217688
Gene_332,0.44815555792798467,0.6272045318156589,0.5408397771301373,0.01941685967589135,0.359999999,0.5611020138127094,50.0,0.64,0,0.7611849024591019
Gene_333,0.3335844146535901,0.8765342731757237,0.7394146465697069,0.013071708065727106,0.30666666566666667,0.7491682347439783,75.0,0.6933333333333334,0,0.9136197984682662
Gene_334,0.18357130621788267,0.03364930495460578,0.05744480986103517,0.0327838995179941,0.24137930934482765,0.08624668744794262,29.0,0.7586206896551724,0,0.23739106606010477
Gene_335,0.8606980071049172,0.8103586936530679,0.8390456106624895,0.016259801418797126,0.2999999990000001,0.844966112224212,60.00000000000001,0.7,0,0.9601887638911499
Gene_336,0.3539202683678332,0.13188308544286517,0.19916688154847645,0.01574770346128951,0.3548387086774194,0.2338705865990166,62.0,0.6451612903225806,0,0.4092735265482791
Gene_337,0.06030453885655048,0.8804607337947468,0.20414874623142676,0.01212106281063352,0.5679012335679012,0.25883399366309423,81.0,0.43209876543209874,0,0.44616500332382053
Gene_338,0.29314501730254977,0.027955861116076806,0.052070575278910625,0.03635955569871374,0.3461538451538462,0.09309783591242948,26.0,0.6538461538461539,0,0.24316598932350983
Gene_339,3.4537641222377914e-05,0.7037689876582132,6.908086421014703e-05,0.01212106281063352,0.6049382706049382,0.07321867792219938,81.0,0.3950617283950617,0,0.23430607656543911
Gene_340,0.9678216484511949,0.8919719716747081,0.9502456175871337,0.018348104315340175,0.30188679145283026,0.9520920318689737,53.0,0.6981132075471698,0,0.9966666666666659
Gene_341,0.9453091939291584,0.3862357427525952,0.8868888312070171,0.011299314123332849,0.41379310244827594,0.8925661165524159,87.0,0.5862068965517241,0,0.9966666666666659
Gene_342,0.9457489047876326,0.7533413519436352,0.9093462267636689,0.011428446322702124,0.3837209292325582,0.9135699330828327,86.0,0.6162790697674418,0,0.9966666666666659
Gene_343,0.5745155283474762,0.6347817483126583,0.6056276186299483,0.02298748163261033,0.4047619037619048,0.6252141134037605,42.0,0.5952380952380952,0,0.8165109689974485
Gene_344,0.0009731524105613394,0.13939799219635665,0.00193366201171985,0.015999655922869782,0.4918032776885246,0.061587252669201176,61.0,0.5081967213114754,0,0.22898706017851056
Gene_345,0.014875369509635812,0.31163420455654645,0.028786374979492324,0.03635955569871374,0.42307692207692316,0.07977014788472059,26.0,0.5769230769230769,0,0.23430607656543911
Gene_346,0.19525971034254072,0.012432601461682893,0.023526663425207928,0.028983448207562823,0.4848484838484849,0.08167240383138163,33.0,0.5151515151515151,0,0.23430607656543911
Gene_347,0.04048968179562591,0.4797186873175457,0.07909110505159916,0.018017526141772544,0.38888888788888887,0.12285776254302039,54.0,0.6111111111111112,0,0.28761087236109145
Gene_348,0.3125550771534924,0.04977956427552509,0.088464341404841,0.02597254657969872,0.32432432332432437,0.1250779987215106,37.0,0.6756756756756757,0,0.28761087236109145
Gene_349,0.3020191125330033,0.10658484650470579,0.1617573685167601,0.0111730674675794,0.34090908990909097,0.1964982423067657,88.0,0.6590909090909091,0,0.3581999208717083
